record_id,consent,age,live_usa,region,income,education,eth_race___1,eth_race___2,eth_race___3,eth_race___4,eth_race___5,eth_race___6,eth_race___7,eth_race___8,eth_race___9,eth_race___10,eth_race___11,eth_race_other,saab,gender___1,gender___2,gender___3,gender___4,gender___5,gender___6,gender___7,gender___8,gender___9,gender___10,gender___11,gender___12,gender___13,gender___14,gender___15,gender___16,gender___17,gender___18,gender___19,gender___20,gender___21,gender___22,gender___23,gender___24,gender___25,gender___26,gender___27,gender___28,gender___29,gender___30,gender___31,gender___32,gender_other,hormone,top_sex,bottom_sex,sex_orient,sex_orient_other,sex_attrac,sex_last_year,isos_1,isos_2,isos_3,isos_4,isos_5,isos_6,isos_7,isos_8,isos_9,isos_10,isos_11,isos_12,isos_13,isos_14,isos_15,gims_1,gims_2,gims_3,gims_4,gims_5,gims_6,gims_7,gims_8,gims_9,gims_10,gims_11,gims_12,gims_13,gims_14,sobbs_1,sobbs_2,sobbs_3,sobbs_4,sobbs_5,sobbs_6,sobbs_7,sobbs_8,check_1,sobbs_9,sobbs_10,sobbs_11,sobbs_12,sobbs_13,sobbs_14,tis_1,tis_2,tis_3,tis_4,tis_5,tis_6,tis_7,tis_8,tis_9,tis_10,tis_11,tis_12,tis_13,tis_14,tis_15,tis_16,tis_17,tis_18,tis_19,tis_20,tis_21,tis_22,tis_23,check_2,tis_24,tis_25,tis_26,pfq2s_1,pfq2s_10,pfq2s_9,pfq2s_8,pfq2s_7,pfq2s_6,pfq2s_5,pfq2s_4,pfq2s_3,pfq2s_2,mhi_1,mhi_5,mhi_4,mhi_3,mhi_2,complete
533,1,66,1,5,2,4,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,3,5,,1,6,1,3,3,4,3,3,2,3,3,2,2,3,2,1,2,0,1,0,0,1,1,1,1,1,0,0,0,1,1,3,2,4,5,2,4,4,4,1,3,3,3,4,3,4,7,6,1,5,5,7,6,2,5,2,5,6,2,2,5,5,4,5,6,4,3,5,5,1,4,7,6,3,2,1,1,3,2,4,2,3,2,4,4,5,2,3,2
534,1,56,1,4,2,7,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,5,,1,1,2,2,2,1,2,2,2,1,1,1,1,2,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,4,1,3,4,1,3,1,1,1,1,1,1,4,6,4,1,7,7,4,4,1,1,1,1,1,1,1,1,1,1,7,1,1,7,1,4,7,7,4,3,2,2,2,3,2,2,2,3,2,4,3,5,3,5,2
535,1,25,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,3,4,8,,2,2,3,4,4,4,3,3,4,3,2,2,3,2,2,2,3,0,0,1,1,1,1,1,1,0,1,0,0,1,1,4,4,2,3,1,5,5,5,1,2,2,2,4,3,4,4,6,5,4,7,5,4,2,1,1,3,4,3,3,5,2,1,1,7,4,1,6,2,1,2,6,6,2,3,3,4,5,2,3,4,4,4,5,5,2,1,2,2
536,1,50,1,4,2,4,0,0,0,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,2,1,,6,3,3,2,3,3,2,2,3,3,2,2,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,7,2,5,6,1,6,1,1,1,6,1,6,1,6,4,2,2,3,1,5,4,1,1,7,7,3,3,2,1,4,2,3,2,3,2,4,2,6,4,4,2
537,1,,1,3,1,6,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Intersex,1,3,3,5,,5,1,1,3,5,5,5,5,4,5,5,5,5,4,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,4,1,4,3,4,1,1,3,1,2,1,5,4,7,7,1,5,6,7,5,1,2,1,1,1,6,1,1,1,2,7,4,4,7,1,1,5,4,4,2,4,3,4,4,2,1,3,4,2,3,2,4,4,5,2
538,1,48,1,1,2,3,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,4,2,6,,4,2,1,1,4,3,2,2,2,3,4,1,2,2,3,1,2,1,1,0,1,1,1,1,1,0,0,0,1,1,1,2,4,1,2,2,5,4,4,1,1,1,1,2,1,4,3,6,6,5,4,5,4,4,2,2,3,2,1,3,5,5,5,6,6,2,1,5,6,1,3,4,7,4,3,4,2,3,3,4,4,5,4,5,4,2,4,4,2
539,1,26,1,2,1,4,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,,1,2,3,7,,4,4,3,3,5,5,3,2,2,3,2,2,3,3,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,4,3,4,3,4,4,5,1,3,3,2,4,3,5,2,5,6,6,6,6,4,5,5,4,5,4,5,5,5,7,5,5,6,6,6,6,6,1,4,6,6,4,4,4,3,4,3,3,3,4,3,4,5,2,3,4,2
540,1,59,1,2,3,9,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,1,2,2,5,,1,6,1,2,2,3,2,1,1,2,1,3,1,1,3,1,2,0,0,1,0,1,1,0,1,1,1,0,0,0,0,3,4,1,4,1,4,4,3,5,1,2,1,1,1,4,4,6,1,1,1,7,7,1,2,4,5,7,2,1,1,1,2,1,6,6,2,1,2,1,3,6,6,2,1,1,1,4,2,1,1,2,1,2,1,5,4,5,2
541,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
542,1,32,0,,1,5,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,2,5,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
543,1,39,0,,3,8,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,7,,1,1,2,4,5,4,4,3,2,5,3,4,3,1,2,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,4,3,4,3,5,5,5,1,3,3,3,3,3,5,1,5,7,7,7,3,2,7,5,5,6,1,6,7,6,7,5,6,3,5,5,7,7,1,6,4,4,5,5,2,1,5,2,5,5,5,5,6,5,2,2,2,2
544,1,27,1,4,1,6,0,0,0,0,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,,1,1,2,1,,6,6,2,1,4,2,1,2,2,3,1,3,1,2,2,2,2,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,5,2,5,1,4,5,5,1,1,1,3,5,2,5,3,4,7,7,4,1,1,5,5,5,7,3,2,5,7,7,7,7,5,4,1,4,7,1,2,1,4,5,3,2,5,5,3,3,5,5,5,6,6,1,1,2,2
545,1,54,0,,4,9,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Transsexual,1,1,1,5,,1,1,1,4,3,4,3,2,1,3,3,2,3,1,1,1,2,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,2,1,2,1,5,3,3,1,1,2,1,2,3,2,5,1,6,1,1,5,1,1,3,6,4,4,5,2,1,7,7,5,1,4,4,7,3,1,4,1,3,3,3,1,1,2,3,1,1,1,1,2,2,5,6,6,2
546,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
547,1,34,1,4,3,6,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,,4,2,2,7,,1,3,3,1,2,2,2,2,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1,1,0,1,0,0,0,0,2,5,2,1,1,4,4,4,1,1,1,2,2,1,4,3,5,5,5,7,2,4,3,5,5,4,3,5,4,6,5,6,6,4,6,4,2,6,1,2,5,7,4,3,2,1,4,3,2,2,4,2,2,5,3,4,6,2
548,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
549,1,57,1,2,3,5,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,3,2,1,,6,6,1,3,5,4,3,2,1,3,1,3,1,2,1,2,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,3,4,4,3,5,5,5,5,5,3,3,3,3,3,4,4,2,6,7,7,6,2,5,7,6,7,4,5,4,5,5,7,6,2,6,6,6,4,1,4,3,3,3,2,1,1,1,1,1,3,3,2,4,5,3,5,5,2
550,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
551,1,,1,2,2,4,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,3,2,,3,3,1,2,1,3,2,2,1,3,1,1,1,1,2,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3,3,3,2,3,3,4,3,1,2,3,3,3,1,3,4,5,3,1,4,7,4,5,5,3,5,6,5,4,1,3,4,2,5,5,6,4,6,1,1,6,6,2,1,1,1,1,1,1,2,3,1,2,2,5,4,6,2
552,1,34,1,4,1,8,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Pre-op Transsexual ,1,2,3,4,,2,2,3,1,3,3,2,2,2,1,1,1,2,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
553,1,63,1,5,2,4,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,,1,3,2,5,,1,6,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2,4,2,4,2,3,4,4,1,3,1,2,3,2,2,7,7,1,1,2,7,7,1,2,1,2,7,2,1,2,3,4,3,7,5,1,5,4,1,2,7,7,2,1,1,1,2,1,3,2,3,1,1,1,6,5,6,2
554,1,34,1,5,3,6,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,2,2,5,,1,1,2,3,4,4,4,3,2,3,3,4,3,2,3,1,2,1,1,1,0,1,1,0,1,1,0,0,0,0,0,3,4,2,4,1,5,4,4,1,4,4,5,4,3,5,1,1,1,7,7,1,1,7,7,7,7,2,7,6,6,7,3,7,1,6,7,7,6,1,6,1,2,4,4,3,2,4,3,4,3,5,3,3,5,5,3,5,2
555,1,40,1,5,4,6,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,,1,4,4,2,,4,3,4,5,5,4,4,2,4,4,2,4,4,2,1,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3,2,2,3,2,1,3,2,1,2,3,3,3,2,4,4,5,3,1,4,6,4,4,5,4,3,2,5,3,3,3,5,4,5,5,5,7,2,1,6,6,5,2,2,2,1,1,3,2,1,3,1,2,2,5,5,6,2
556,1,18,1,3,1,3,0,0,0,0,0,0,0,0,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,3,2,4,6,,6,6,2,4,4,4,3,3,2,3,2,3,3,5,2,5,2,1,1,1,0,1,1,0,0,0,0,0,1,1,0,2,2,1,3,3,5,4,5,1,2,1,1,3,2,4,2,2,3,4,2,2,3,1,3,1,2,2,1,2,4,4,2,2,3,1,1,2,1,1,1,1,5,5,4,4,3,5,3,3,4,5,3,4,5,2,3,5,2
557,1,,1,5,1,5,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
558,1,53,0,,3,4,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,,1,2,2,2,,4,1,3,4,5,5,4,3,3,4,3,4,3,3,2,2,2,0,0,0,0,1,1,0,1,1,1,1,0,1,1,3,5,4,4,1,5,5,5,1,1,2,4,4,3,5,7,7,2,2,1,7,7,5,5,3,6,7,5,5,2,5,6,2,7,5,1,2,5,1,7,7,7,3,2,2,3,4,4,1,1,4,2,2,2,4,3,4,2
559,1,35,1,1,3,4,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,1,2,2,7,,3,3,2,4,5,5,3,4,1,4,5,3,3,2,5,1,2,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,5,4,5,4,5,5,5,1,3,3,5,5,2,5,4,7,6,6,7,7,1,6,5,6,7,1,3,5,7,7,5,5,7,6,4,7,7,1,5,7,7,4,4,3,2,2,2,3,4,5,3,2,3,5,2,3,2
560,1,19,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,4,3,4,2,,4,2,3,5,5,5,5,5,3,5,5,4,5,5,5,5,5,1,1,1,1,1,1,1,1,0,0,0,0,1,1,4,5,4,4,4,5,5,5,1,4,5,4,5,4,4,4,5,7,6,7,5,4,4,1,1,5,4,1,3,6,6,4,7,7,4,2,7,4,1,5,3,6,3,4,5,5,5,3,3,5,5,5,2,3,3,4,4,2
561,1,27,1,2,2,4,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,,1,2,2,7,,3,6,1,1,4,2,1,2,1,1,1,1,1,2,2,2,2,0,0,1,0,1,1,0,1,1,0,0,0,0,0,4,3,2,4,3,5,4,3,,2,1,3,4,1,3,3,6,6,5,4,6,2,4,6,5,5,4,5,4,5,7,3,5,5,6,6,6,6,,4,2,7,3,3,3,3,2,2,3,5,5,4,3,3,3,4,6,2
562,1,47,1,1,2,7,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,,3,2,2,5,,1,3,1,2,2,2,1,1,1,1,3,1,1,3,1,3,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,3,1,4,3,4,4,4,1,1,1,4,4,1,4,4,7,1,1,1,3,7,1,1,2,6,7,4,1,1,1,1,1,7,6,5,1,1,1,1,6,7,3,1,1,1,1,3,2,1,3,1,2,2,6,6,6,2
563,1,23,1,1,1,8,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,non-binary woman,5,4,4,7,,4,4,1,2,4,3,2,3,2,3,4,3,3,3,3,2,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,3,4,2,4,2,4,5,4,1,1,1,2,2,2,4,4,4,3,4,6,1,2,4,1,1,1,1,1,2,1,4,2,1,4,1,1,6,1,1,5,3,4,2,1,2,1,1,1,1,2,5,2,4,3,1,5,5,2
564,1,18,1,2,1,4,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,,1,2,2,3,,2,2,2,3,3,3,2,3,2,3,2,1,2,3,2,2,2,0,1,0,1,1,1,1,1,1,0,0,0,0,1,2,5,2,5,1,5,4,4,1,1,2,2,4,2,5,3,2,5,4,3,5,2,5,6,5,5,4,5,5,5,6,6,2,6,6,6,5,6,1,4,3,4,3,2,2,1,3,2,1,4,5,2,5,4,2,2,3,2
565,1,18,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,1,2,3,2,,6,6,1,1,3,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
566,1,42,1,5,3,4,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,1,1,3,2,,3,3,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,4,1,2,1,1,1,1,2,1,1,3,2,3,3,3,1,3,3,5,5,3,5,3,3,3,3,5,3,5,3,5,3,3,1,3,3,5,2,2,1,1,1,1,1,2,3,2,5,5,3,4,4,2
567,1,27,0,,1,2,0,0,0,0,0,0,0,0,0,1,0,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,2,7,,4,6,1,1,3,3,1,1,1,3,3,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
568,1,58,0,,1,3,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,9,Lesbian I fancy woman ,1,1,2,4,5,4,3,2,2,3,2,3,3,2,2,3,2,1,1,1,0,1,1,1,1,0,,1,1,1,1,4,4,4,3,4,5,4,4,1,3,4,4,3,4,5,4,4,4,1,4,6,5,1,6,3,7,6,5,1,1,1,7,4,5,7,5,5,3,1,4,5,2,2,1,1,1,2,1,1,1,3,2,4,5,5,3,3,2
569,1,36,1,5,2,4,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,2,3,,1,1,1,1,4,4,4,2,1,4,2,4,2,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,5,3,5,3,4,4,4,1,2,4,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
570,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
571,1,20,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,,2,3,4,8,,4,1,2,3,5,5,5,2,3,5,2,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,3,5,5,5,1,5,5,5,5,4,5,5,3,6,6,5,5,5,4,5,6,7,3,5,3,7,6,4,7,5,6,4,4,2,1,6,4,5,5,5,5,5,4,3,3,3,5,4,5,6,1,2,4,2
572,1,30,1,2,2,3,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,,3,2,3,7,,4,4,2,2,4,5,5,5,2,2,2,2,2,3,1,2,2,1,1,1,0,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
573,1,39,1,5,1,4,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,3,3,2,7,,4,4,3,3,4,4,4,4,4,4,3,3,4,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,3,4,4,1,1,1,1,4,1,4,4,7,6,5,6,4,6,5,2,2,5,5,2,2,5,2,5,5,7,5,2,6,3,1,6,2,7,4,3,3,3,4,2,3,3,4,3,5,5,2,2,2,2
574,1,20,0,,1,4,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,2,4,,1,1,1,1,3,2,1,1,1,3,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,0,1,0,0,2,4,1,5,1,5,5,3,1,2,4,2,5,1,5,1,2,7,5,3,1,1,7,5,7,7,1,2,7,4,6,6,7,1,7,4,4,7,1,5,2,2,4,2,4,3,5,3,2,5,5,2,3,2,4,4,5,2
575,1,54,1,2,3,6,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,,1,2,2,2,,3,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,0,0,1,0,1,1,0,1,1,0,0,0,0,0,2,4,2,4,2,4,4,4,1,2,2,3,4,3,4,4,4,6,5,5,3,4,4,5,5,6,4,5,4,5,5,6,5,6,6,6,5,5,1,2,5,5,3,3,3,3,3,3,3,3,4,3,3,2,5,5,5,2
576,1,19,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,3,2,3,2,,4,4,2,1,1,1,1,3,2,1,1,2,1,2,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,4,3,5,4,4,5,5,1,2,2,1,3,1,4,1,2,6,1,4,2,1,4,7,5,7,1,6,6,1,4,7,5,3,5,4,4,6,1,4,2,4,4,3,4,3,5,4,3,1,4,3,5,4,3,3,5,2
577,1,27,1,1,3,8,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,,1,2,3,2,,3,3,2,2,4,3,2,2,1,3,2,1,4,2,2,1,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
578,1,31,1,4,1,8,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,4,3,4,8,,5,5,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,5,2,5,2,4,4,4,1,2,4,2,5,2,4,6,6,4,4,4,2,6,4,5,2,4,6,2,2,3,1,2,5,6,2,2,6,2,1,4,4,6,4,3,2,2,3,2,3,3,4,3,4,4,3,3,5,2
579,1,20,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,,1,2,3,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
580,1,27,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,1,2,2,8,,4,5,2,3,4,3,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,3,2,4,1,5,5,5,1,1,3,1,3,3,5,4,7,1,1,1,5,4,4,2,1,5,3,1,3,1,1,4,1,7,1,1,1,1,7,2,7,7,4,3,3,2,4,1,1,2,5,2,4,4,3,2,3,2
581,1,24,0,,1,,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,3,3,2,5,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
